m49_code,country,region,cpc_code,commodity,year,loss_percentage,loss_percentage_original,loss_quantity,activity,food_supply_stage,treatment,cause_of_loss,sample_size,method_data_collection,reference,url,notes
156,China,Fujian,113,Rice,2015,2.34,1.94%,,Storage,Storage,Indica rice,,,Survey,"Yi Luo; Dong Huang; Danyang Li; Laping Wu, (2020), On Farm Storage, Storage Losses And The Effects Of Loss Reduction In China",,
188,Costa Rica,,1316,"Mangoes, guavas and mangosteens",2015,14.1,14.1%,,,Post-harvest,Dry season,,,Literature Review,"Lisa Kitinoja; Adel A. Kader, (2015), Measuring Postharvest Losses Of Fresh Fruits And Vegetables In Developing Countries",,Sourced from Arauz et al 1994
204,Benin,,1316,"Mangoes, guavas and mangosteens",2015,17,17%,,,Post-harvest,Harvested in April,,,Literature Review,"Lisa Kitinoja; Adel A. Kader, (2015), Measuring Postharvest Losses Of Fresh Fruits And Vegetables In Developing Countries",,
36,Australia,,1212,Cabbages,2015,12,12%,,Consumption,Households,Baby leaf,,,Survey,"Gordon Rogers, (2013), Identifying New Products, Uses And Markets For Australian Vegetables: A Desktop Study",,
36,Australia,,1231,"Chillies and peppers, green (<i>Capsicum</i> spp. and <i>Pimenta</i> spp.)",2015,26,26%,,Consumption,Households,Capsicum,,,Survey,"Gordon Rogers, (2013), Identifying New Products, Uses And Markets For Australian Vegetables: A Desktop Study",,
364,Iran (Islamic Republic of),,1330,Grapes,2015,1.1,1.1%,3388 tonnes,Consumption,Households,Fresh and processed grapes,,600 households,Survey,"Somayeh Rajabi; Farhad Lashgarara; Maryam Omidi; Seyed Jamal Farajallah Hosseini, (2015), Quantifying The Grapes Losses And Waste In Various Stages Of Supply Chain",,
364,Iran (Islamic Republic of),,1330,Grapes,2015,6.6,6.6%,20783 tonnes,Distribution,Distribution,Fresh and processed grapes,,600 households,Survey,"Somayeh Rajabi; Farhad Lashgarara; Maryam Omidi; Seyed Jamal Farajallah Hosseini, (2015), Quantifying The Grapes Losses And Waste In Various Stages Of Supply Chain",,
418,Lao People's Democratic Republic,,1701,"Beans, dry",2015,12.2,12.2%,,,Post-harvest,Yard-long beans,,,Literature Review,"Lisa Kitinoja; Adel A. Kader, (2015), Measuring Postharvest Losses Of Fresh Fruits And Vegetables In Developing Countries",,Sourced from Weinberger et al 2008
50,Bangladesh,,23161.02.00,"Rice, milled",2015,1.24,0.84%,8.06kgs,Storage,Storage,"30 days storage, no trapping",Rodents,,Controlled Experiment,"Steven R. Belmain; Nyo Me Htwe; Nazira Q. Kama; Grant R Singleton, (2015), Estimating Rodent Losses To Stored Rice As A Means To Assess Efficacy Of Rodent Management",,
50,Bangladesh,,23161.02.00,"Rice, milled",2015,2.08,1.68%,16.13kgs,Storage,Storage,"60 days storage, no trapping",Rodents,,Controlled Experiment,"Steven R. Belmain; Nyo Me Htwe; Nazira Q. Kama; Grant R Singleton, (2015), Estimating Rodent Losses To Stored Rice As A Means To Assess Efficacy Of Rodent Management",,
50,Bangladesh,,23161.02.00,"Rice, milled",2015,2.53,2.53%,24.19kgs,Storage,Storage,"90 days storage, no trapping",Rodents,,Controlled Experiment,"Steven R. Belmain; Nyo Me Htwe; Nazira Q. Kama; Grant R Singleton, (2015), Estimating Rodent Losses To Stored Rice As A Means To Assess Efficacy Of Rodent Management",,
50,Bangladesh,,23161.02.00,"Rice, milled",2015,0.32,0.32%,3.58kgs,Storage,Storage,"60 days storage, with trapping",Rodents,,Controlled Experiment,"Steven R. Belmain; Nyo Me Htwe; Nazira Q. Kama; Grant R Singleton, (2015), Estimating Rodent Losses To Stored Rice As A Means To Assess Efficacy Of Rodent Management",,
50,Bangladesh,,23161.02.00,"Rice, milled",2015,0.49,0.49%,5.37kgs,Storage,Storage,"90 days storage, with trapping",Rodents,,Controlled Experiment,"Steven R. Belmain; Nyo Me Htwe; Nazira Q. Kama; Grant R Singleton, (2015), Estimating Rodent Losses To Stored Rice As A Means To Assess Efficacy Of Rodent Management",,
50,Bangladesh,,23161.02.00,"Rice, milled",2015,0.16,0.16%,1.79kgs,Storage,Storage,"30 days storage, with trapping",Rodents,,Controlled Experiment,"Steven R. Belmain; Nyo Me Htwe; Nazira Q. Kama; Grant R Singleton, (2015), Estimating Rodent Losses To Stored Rice As A Means To Assess Efficacy Of Rodent Management",,
586,Pakistan,,111,Wheat,2015,3.16,2.76%,142.93  kg ha-1,"Cleaning, Drying, Field, Harvesting, Ripening, Threshing, Transportation, Winnowing",Harvest,Reaper plus thresher,Machinery and handling tests,,Controlled Experiment,"Muhammad Sattar; Mueen-u-Din; Mushtaq Ali; Liaqat Ali; Masood Qadir Waqar; Muhammad Anjum Ali; Laila Khalid, (2015), Grain Losses Of Wheat As Affected By Different Harvesting And Threshing Techniques",,"ccording to a most conservative estimate, about 10% of the  cereals harvested in developing countries are lost annually (Chaudhry, 1982). Most of the Pakistani  scientists strongly believe that 10% post-harvest losses of wheat are not at all uncommon in our  country (Ahmad et al., 1992). The wheat grain losses are classified as i) pre-harvest grain loss due to  the birds, rodents and environmental; ii) harvest grain loss during harvesting of the crop; and iii) postharvest grain loss due to bundling, transporting, threshing and winnowing.  Muhammad Sattar et al. “Grain Losses of Wheat as Affected by Different Harvesting and Threshing  Techniques”  21 International Journal of Research in Agriculture and Forestry V2 ● I6 ● June 2015  Harvesting losses with manual wheat harvesting varied from 3 to 7% after ripening of the crop  (Iqbalet al., 1980). Similarly Ibupotoet al. (1991) investigated that average grain losses for traditional  methods during pre-harvest, harvest and post harvest stages were 10.9, 29 and 122.9 kg ha-1  or 0.28%,  0.77% and 3.28%, respectively whereas, Zafarullah (1985) observed 2.1% total manual harvesting  losses. Singh et al. (1988) tested three tractor front mounted reapers, manufactured locally by FMI,  AMRI and Ittefaq on wheat crop in Pakistan. The wheat grain losses with these reapers were 1.19,  2.63 and 2.76%, respectively. Sukhbiret al. (2007) compared the performance of reaper with  conventional method of manual harvesting of wheat crop with sickle to see the feasibility. They  recorded 5.8% to 11.8% harvesting losses with reaper. Basavarajaet al. (2007) concluded that grain  losses during harvesting and threshing activity of wheat were 0.36 kg/q and 0.44 kg/q, respectively.  Bukhariet al. (1983) found that the average grain losses during conventional harvesting, bundling,  transporting, threshing, winnowing and cleaning were 3.67, 3.98, 0.24, 1.18, 2.46, and 4.53%,  respectively    Chaudhry (1979) estimated 2.01 and 1.2% grain  losses on account of tractor threshing and combine, respectively. The combine harvester not only  minimizes the post-harvest losses but also helps in shortening the harvesting period. Shamabadi  (2012) while evaluating the performance of eight combines observed that time of harvesting, seed  moisture content, relative humidity, field topography and varietal characteristics are the major factors  affecting harvest losses. He concluded that mean total loss by different combines was 6.88% at wheat  harvesting stage. Mirasi et al. (2013) measured grain losses of different wheat varieties with different  models of combine during harvest stage. They observed that average pre harvest losses in all fields of  study were 31.4 kg ha-1  accounting for 12.71 percent of total losses. Bala et al. (1980) also reported  4.09% grain losses of wheat by traditional methods of harvesting and threshing. AMRI (1987) found  2.2% wheat losses for combine as compared to 4.65% for reapers and about 7.5% for manual  harvesting. Begum et al. (2012) found 0.51 kg/quintal grain losses of wheat during the threshing  activity. They concluded that threshing losses were mainly in the form of broken grains. They  observed 2.35 kg/quintal post-harvest losses at farm level. The harvesting losses have added up to  about 40.85 per cent.    . Grain losses of wheat as affected by different harvesting and threshing techniques  Harvesting  Technique  Grain losses (kg ha-1  ) Grain losses (%)  Harvesting Threshing Harvesting/  Threshing Harvesting Threshing Harvesting/  Threshing  Inc./  Dec.  Manual plus  thresher  164.37 58.26 222.63 3.16 1.12 4.28 48.55  Reaper plus  thresher  142.93 56.48 199.41 2.76 1.09 3.85 33.06  Combine  harvester  - - 149.87 - - 2.92 -"
586,Pakistan,,111,Wheat,2015,3.16,3.16%,164.37  kg ha-1,"Cleaning, Drying, Field, Harvesting, Ripening, Threshing, Transportation, Winnowing",Harvest,Manual plus thresher,Machinery and handling tests,,Controlled Experiment,"Muhammad Sattar; Mueen-u-Din; Mushtaq Ali; Liaqat Ali; Masood Qadir Waqar; Muhammad Anjum Ali; Laila Khalid, (2015), Grain Losses Of Wheat As Affected By Different Harvesting And Threshing Techniques",,"ccording to a most conservative estimate, about 10% of the  cereals harvested in developing countries are lost annually (Chaudhry, 1982). Most of the Pakistani  scientists strongly believe that 10% post-harvest losses of wheat are not at all uncommon in our  country (Ahmad et al., 1992). The wheat grain losses are classified as i) pre-harvest grain loss due to  the birds, rodents and environmental; ii) harvest grain loss during harvesting of the crop; and iii) postharvest grain loss due to bundling, transporting, threshing and winnowing.  Muhammad Sattar et al. “Grain Losses of Wheat as Affected by Different Harvesting and Threshing  Techniques”  21 International Journal of Research in Agriculture and Forestry V2 ● I6 ● June 2015  Harvesting losses with manual wheat harvesting varied from 3 to 7% after ripening of the crop  (Iqbalet al., 1980). Similarly Ibupotoet al. (1991) investigated that average grain losses for traditional  methods during pre-harvest, harvest and post harvest stages were 10.9, 29 and 122.9 kg ha-1  or 0.28%,  0.77% and 3.28%, respectively whereas, Zafarullah (1985) observed 2.1% total manual harvesting  losses. Singh et al. (1988) tested three tractor front mounted reapers, manufactured locally by FMI,  AMRI and Ittefaq on wheat crop in Pakistan. The wheat grain losses with these reapers were 1.19,  2.63 and 2.76%, respectively. Sukhbiret al. (2007) compared the performance of reaper with  conventional method of manual harvesting of wheat crop with sickle to see the feasibility. They  recorded 5.8% to 11.8% harvesting losses with reaper. Basavarajaet al. (2007) concluded that grain  losses during harvesting and threshing activity of wheat were 0.36 kg/q and 0.44 kg/q, respectively.  Bukhariet al. (1983) found that the average grain losses during conventional harvesting, bundling,  transporting, threshing, winnowing and cleaning were 3.67, 3.98, 0.24, 1.18, 2.46, and 4.53%,  respectively    Chaudhry (1979) estimated 2.01 and 1.2% grain  losses on account of tractor threshing and combine, respectively. The combine harvester not only  minimizes the post-harvest losses but also helps in shortening the harvesting period. Shamabadi  (2012) while evaluating the performance of eight combines observed that time of harvesting, seed  moisture content, relative humidity, field topography and varietal characteristics are the major factors  affecting harvest losses. He concluded that mean total loss by different combines was 6.88% at wheat  harvesting stage. Mirasi et al. (2013) measured grain losses of different wheat varieties with different  models of combine during harvest stage. They observed that average pre harvest losses in all fields of  study were 31.4 kg ha-1  accounting for 12.71 percent of total losses. Bala et al. (1980) also reported  4.09% grain losses of wheat by traditional methods of harvesting and threshing. AMRI (1987) found  2.2% wheat losses for combine as compared to 4.65% for reapers and about 7.5% for manual  harvesting. Begum et al. (2012) found 0.51 kg/quintal grain losses of wheat during the threshing  activity. They concluded that threshing losses were mainly in the form of broken grains. They  observed 2.35 kg/quintal post-harvest losses at farm level. The harvesting losses have added up to  about 40.85 per cent.    . Grain losses of wheat as affected by different harvesting and threshing techniques  Harvesting  Technique  Grain losses (kg ha-1  ) Grain losses (%)  Harvesting Threshing Harvesting/  Threshing Harvesting Threshing Harvesting/  Threshing  Inc./  Dec.  Manual plus  thresher  164.37 58.26 222.63 3.16 1.12 4.28 48.55  Reaper plus  thresher  142.93 56.48 199.41 2.76 1.09 3.85 33.06  Combine  harvester  - - 149.87 - - 2.92 -"
586,Pakistan,,111,Wheat,2015,1.09,1.09%,56.48  kg ha-1,Threshing,Harvest,Reaper plus thresher,Machinery and handling tests,,Controlled Experiment,"Muhammad Sattar; Mueen-u-Din; Mushtaq Ali; Liaqat Ali; Masood Qadir Waqar; Muhammad Anjum Ali; Laila Khalid, (2015), Grain Losses Of Wheat As Affected By Different Harvesting And Threshing Techniques",,"ccording to a most conservative estimate, about 10% of the  cereals harvested in developing countries are lost annually (Chaudhry, 1982). Most of the Pakistani  scientists strongly believe that 10% post-harvest losses of wheat are not at all uncommon in our  country (Ahmad et al., 1992). The wheat grain losses are classified as i) pre-harvest grain loss due to  the birds, rodents and environmental; ii) harvest grain loss during harvesting of the crop; and iii) postharvest grain loss due to bundling, transporting, threshing and winnowing.  Muhammad Sattar et al. “Grain Losses of Wheat as Affected by Different Harvesting and Threshing  Techniques”  21 International Journal of Research in Agriculture and Forestry V2 ● I6 ● June 2015  Harvesting losses with manual wheat harvesting varied from 3 to 7% after ripening of the crop  (Iqbalet al., 1980). Similarly Ibupotoet al. (1991) investigated that average grain losses for traditional  methods during pre-harvest, harvest and post harvest stages were 10.9, 29 and 122.9 kg ha-1  or 0.28%,  0.77% and 3.28%, respectively whereas, Zafarullah (1985) observed 2.1% total manual harvesting  losses. Singh et al. (1988) tested three tractor front mounted reapers, manufactured locally by FMI,  AMRI and Ittefaq on wheat crop in Pakistan. The wheat grain losses with these reapers were 1.19,  2.63 and 2.76%, respectively. Sukhbiret al. (2007) compared the performance of reaper with  conventional method of manual harvesting of wheat crop with sickle to see the feasibility. They  recorded 5.8% to 11.8% harvesting losses with reaper. Basavarajaet al. (2007) concluded that grain  losses during harvesting and threshing activity of wheat were 0.36 kg/q and 0.44 kg/q, respectively.  Bukhariet al. (1983) found that the average grain losses during conventional harvesting, bundling,  transporting, threshing, winnowing and cleaning were 3.67, 3.98, 0.24, 1.18, 2.46, and 4.53%,  respectively    Chaudhry (1979) estimated 2.01 and 1.2% grain  losses on account of tractor threshing and combine, respectively. The combine harvester not only  minimizes the post-harvest losses but also helps in shortening the harvesting period. Shamabadi  (2012) while evaluating the performance of eight combines observed that time of harvesting, seed  moisture content, relative humidity, field topography and varietal characteristics are the major factors  affecting harvest losses. He concluded that mean total loss by different combines was 6.88% at wheat  harvesting stage. Mirasi et al. (2013) measured grain losses of different wheat varieties with different  models of combine during harvest stage. They observed that average pre harvest losses in all fields of  study were 31.4 kg ha-1  accounting for 12.71 percent of total losses. Bala et al. (1980) also reported  4.09% grain losses of wheat by traditional methods of harvesting and threshing. AMRI (1987) found  2.2% wheat losses for combine as compared to 4.65% for reapers and about 7.5% for manual  harvesting. Begum et al. (2012) found 0.51 kg/quintal grain losses of wheat during the threshing  activity. They concluded that threshing losses were mainly in the form of broken grains. They  observed 2.35 kg/quintal post-harvest losses at farm level. The harvesting losses have added up to  about 40.85 per cent.    . Grain losses of wheat as affected by different harvesting and threshing techniques  Harvesting  Technique  Grain losses (kg ha-1  ) Grain losses (%)  Harvesting Threshing Harvesting/  Threshing Harvesting Threshing Harvesting/  Threshing  Inc./  Dec.  Manual plus  thresher  164.37 58.26 222.63 3.16 1.12 4.28 48.55  Reaper plus  thresher  142.93 56.48 199.41 2.76 1.09 3.85 33.06  Combine  harvester  - - 149.87 - - 2.92 -"
586,Pakistan,,111,Wheat,2015,1.12,1.12%,58.26  kg ha-1,Threshing,Harvest,Manual plus thresher,Machinery and handling tests,,Controlled Experiment,"Muhammad Sattar; Mueen-u-Din; Mushtaq Ali; Liaqat Ali; Masood Qadir Waqar; Muhammad Anjum Ali; Laila Khalid, (2015), Grain Losses Of Wheat As Affected By Different Harvesting And Threshing Techniques",,"ccording to a most conservative estimate, about 10% of the  cereals harvested in developing countries are lost annually (Chaudhry, 1982). Most of the Pakistani  scientists strongly believe that 10% post-harvest losses of wheat are not at all uncommon in our  country (Ahmad et al., 1992). The wheat grain losses are classified as i) pre-harvest grain loss due to  the birds, rodents and environmental; ii) harvest grain loss during harvesting of the crop; and iii) postharvest grain loss due to bundling, transporting, threshing and winnowing.  Muhammad Sattar et al. “Grain Losses of Wheat as Affected by Different Harvesting and Threshing  Techniques”  21 International Journal of Research in Agriculture and Forestry V2 ● I6 ● June 2015  Harvesting losses with manual wheat harvesting varied from 3 to 7% after ripening of the crop  (Iqbalet al., 1980). Similarly Ibupotoet al. (1991) investigated that average grain losses for traditional  methods during pre-harvest, harvest and post harvest stages were 10.9, 29 and 122.9 kg ha-1  or 0.28%,  0.77% and 3.28%, respectively whereas, Zafarullah (1985) observed 2.1% total manual harvesting  losses. Singh et al. (1988) tested three tractor front mounted reapers, manufactured locally by FMI,  AMRI and Ittefaq on wheat crop in Pakistan. The wheat grain losses with these reapers were 1.19,  2.63 and 2.76%, respectively. Sukhbiret al. (2007) compared the performance of reaper with  conventional method of manual harvesting of wheat crop with sickle to see the feasibility. They  recorded 5.8% to 11.8% harvesting losses with reaper. Basavarajaet al. (2007) concluded that grain  losses during harvesting and threshing activity of wheat were 0.36 kg/q and 0.44 kg/q, respectively.  Bukhariet al. (1983) found that the average grain losses during conventional harvesting, bundling,  transporting, threshing, winnowing and cleaning were 3.67, 3.98, 0.24, 1.18, 2.46, and 4.53%,  respectively    Chaudhry (1979) estimated 2.01 and 1.2% grain  losses on account of tractor threshing and combine, respectively. The combine harvester not only  minimizes the post-harvest losses but also helps in shortening the harvesting period. Shamabadi  (2012) while evaluating the performance of eight combines observed that time of harvesting, seed  moisture content, relative humidity, field topography and varietal characteristics are the major factors  affecting harvest losses. He concluded that mean total loss by different combines was 6.88% at wheat  harvesting stage. Mirasi et al. (2013) measured grain losses of different wheat varieties with different  models of combine during harvest stage. They observed that average pre harvest losses in all fields of  study were 31.4 kg ha-1  accounting for 12.71 percent of total losses. Bala et al. (1980) also reported  4.09% grain losses of wheat by traditional methods of harvesting and threshing. AMRI (1987) found  2.2% wheat losses for combine as compared to 4.65% for reapers and about 7.5% for manual  harvesting. Begum et al. (2012) found 0.51 kg/quintal grain losses of wheat during the threshing  activity. They concluded that threshing losses were mainly in the form of broken grains. They  observed 2.35 kg/quintal post-harvest losses at farm level. The harvesting losses have added up to  about 40.85 per cent.    . Grain losses of wheat as affected by different harvesting and threshing techniques  Harvesting  Technique  Grain losses (kg ha-1  ) Grain losses (%)  Harvesting Threshing Harvesting/  Threshing Harvesting Threshing Harvesting/  Threshing  Inc./  Dec.  Manual plus  thresher  164.37 58.26 222.63 3.16 1.12 4.28 48.55  Reaper plus  thresher  142.93 56.48 199.41 2.76 1.09 3.85 33.06  Combine  harvester  - - 149.87 - - 2.92 -"
834,United Republic of Tanzania,Morogoro,1316,"Mangoes, guavas and mangosteens",2015,15.1,15.1%,,Wholesale,Wholesale,3rd Day - Full sunlight,Full sunlight,6500 fruits,Controlled Experiment,"Theodosy J. Msogoya; Elde S. Kimaro, (2011), Assessment And Management Of Post Harvest Losses Of Fresh Mango Under Small-Scale Business In Morogoro, Tanzania",,
834,United Republic of Tanzania,Morogoro,1316,"Mangoes, guavas and mangosteens",2015,30.6,30.6%,,Wholesale,Wholesale,5th Day,,,Controlled Experiment,"Theodosy J. Msogoya; Elde S. Kimaro, (2011), Assessment And Management Of Post Harvest Losses Of Fresh Mango Under Small-Scale Business In Morogoro, Tanzania",,
356,India,Gujarat,118,Millet,2016,8.01,8.01%,,,Whole supply chain,Bajra Millet,,,Literature Review,"Shyam Narayan Jha; Rajesh Kumar Vishwakarma; Tauqueer Ahmad; Anil Kumar Dixit, (2016), Assessment Of Quantitative Harvest And Post-Harvest Losses Of Major Crops/Commodities In India",,
356,India,Western Uttar Pradesh,118,Millet,2016,3.21,2.81%,,,Whole supply chain,Bajra Millet,,,Literature Review,"Shyam Narayan Jha; Rajesh Kumar Vishwakarma; Tauqueer Ahmad; Anil Kumar Dixit, (2016), Assessment Of Quantitative Harvest And Post-Harvest Losses Of Major Crops/Commodities In India",,
356,India,,1213,Cauliflowers and broccoli,2016,2,2.00%,,Storage,Storage,Cauliflower,,,Literature Review,"Shyam Narayan Jha; Rajesh Kumar Vishwakarma; Tauqueer Ahmad; Anil Kumar Dixit, (2016), Assessment Of Quantitative Harvest And Post-Harvest Losses Of Major Crops/Commodities In India",,
356,India,West Bengal,1316,"Mangoes, guavas and mangosteens",2016,7.01,6.61%,,,Whole supply chain,Guava,,,Literature Review,"Shyam Narayan Jha; Rajesh Kumar Vishwakarma; Tauqueer Ahmad; Anil Kumar Dixit, (2016), Assessment Of Quantitative Harvest And Post-Harvest Losses Of Major Crops/Commodities In India",,
356,India,,1316,"Mangoes, guavas and mangosteens",2016,4.38,3.98%,,Storage,Storage,Guava,,,Literature Review,"Shyam Narayan Jha; Rajesh Kumar Vishwakarma; Tauqueer Ahmad; Anil Kumar Dixit, (2016), Assessment Of Quantitative Harvest And Post-Harvest Losses Of Major Crops/Commodities In India",,
404,Kenya,,112,Maize (corn),2016,16.4,16.4%,100-200kgs,Storage,Storage,Farmers stored 6-10 bags,"Rodents, insects, moulds",,Survey,"Jeremiah Ng’ang’a; Christopher Mutungi; Samuel M. Imathiu; Hippolyte Affognon, (2016), Low Permeability Triple-Layer Plastic Bags Prevent Losses Of Maize Caused By Insects In Rural On-Farm Stores",,
404,Kenya,,112,Maize (corn),2016,24.8,24.8%,200kgs,Storage,Storage,Farmers stored more than 10 bags,"Rodents, Insects, Moulds",,Survey,"Jeremiah Ng’ang’a; Christopher Mutungi; Samuel M. Imathiu; Hippolyte Affognon, (2016), Low Permeability Triple-Layer Plastic Bags Prevent Losses Of Maize Caused By Insects In Rural On-Farm Stores",,
404,Kenya,,112,Maize (corn),2016,6.7,6.7%,,Storage,Storage,Farmers stored less than 5 bags,"Rodents, Insects, Moulds",,Survey,"Jeremiah Ng’ang’a; Christopher Mutungi; Samuel M. Imathiu; Hippolyte Affognon, (2016), Low Permeability Triple-Layer Plastic Bags Prevent Losses Of Maize Caused By Insects In Rural On-Farm Stores",,
404,Kenya,Lowland Tropical Zone,112,Maize (corn),2016,9.7,9.7%,,Storage,Storage,Maize on cobs,Rodents,,Survey,"Kukom Edoh Ognakossan; Hippolyte D. Affognon; Christopher M. Mutungi; Daniel N. Sila; Soul-Kifouly G. Midingoyi; Willis O. Owino, (2016), On-farm Maize Storage Systems And Rodent Postharvest Losses In Six Maize Growing Agro-Ecological Zones Of Kenya",,
404,Kenya,Lowland Tropical Zone,112,Maize (corn),2016,6,6%,,Storage,Storage,Maize on cobs,Insects,,Survey,"Kukom Edoh Ognakossan; Hippolyte D. Affognon; Christopher M. Mutungi; Daniel N. Sila; Soul-Kifouly G. Midingoyi; Willis O. Owino, (2016), On-farm Maize Storage Systems And Rodent Postharvest Losses In Six Maize Growing Agro-Ecological Zones Of Kenya",,
404,Kenya,Lowland Tropical Zone,112,Maize (corn),2016,15.5,15.5%,,Storage,Storage,Maize on cobs,Insects and rodents,,Survey,"Kukom Edoh Ognakossan; Hippolyte D. Affognon; Christopher M. Mutungi; Daniel N. Sila; Soul-Kifouly G. Midingoyi; Willis O. Owino, (2016), On-farm Maize Storage Systems And Rodent Postharvest Losses In Six Maize Growing Agro-Ecological Zones Of Kenya",,
404,Kenya,Dry Mid Altitude Zone,112,Maize (corn),2016,1.3,1.3%,,Storage,Storage,Maize on cobs,Rodents,,Survey,"Kukom Edoh Ognakossan; Hippolyte D. Affognon; Christopher M. Mutungi; Daniel N. Sila; Soul-Kifouly G. Midingoyi; Willis O. Owino, (2016), On-farm Maize Storage Systems And Rodent Postharvest Losses In Six Maize Growing Agro-Ecological Zones Of Kenya",,
404,Kenya,Dry Mid Altitude Zone,112,Maize (corn),2016,5.6,5.6%,,Storage,Storage,Maize on cobs,Insects,,Survey,"Kukom Edoh Ognakossan; Hippolyte D. Affognon; Christopher M. Mutungi; Daniel N. Sila; Soul-Kifouly G. Midingoyi; Willis O. Owino, (2016), On-farm Maize Storage Systems And Rodent Postharvest Losses In Six Maize Growing Agro-Ecological Zones Of Kenya",,
404,Kenya,Dry Mid Altitude Zone,112,Maize (corn),2016,0.8,0.8%,,Storage,Storage,Maize on cobs,Moulds,,Survey,"Kukom Edoh Ognakossan; Hippolyte D. Affognon; Christopher M. Mutungi; Daniel N. Sila; Soul-Kifouly G. Midingoyi; Willis O. Owino, (2016), On-farm Maize Storage Systems And Rodent Postharvest Losses In Six Maize Growing Agro-Ecological Zones Of Kenya",,
404,Kenya,Dry Mid Altitude Zone,112,Maize (corn),2016,7.7,7.7%,,Storage,Storage,Maize on cobs,"Rodents, Insects and moulds",,Survey,"Kukom Edoh Ognakossan; Hippolyte D. Affognon; Christopher M. Mutungi; Daniel N. Sila; Soul-Kifouly G. Midingoyi; Willis O. Owino, (2016), On-farm Maize Storage Systems And Rodent Postharvest Losses In Six Maize Growing Agro-Ecological Zones Of Kenya",,
404,Kenya,Dry Transitional Zone,112,Maize (corn),2016,2.2,2.2%,,Storage,Storage,Maize on cobs,Rodents,,Survey,"Kukom Edoh Ognakossan; Hippolyte D. Affognon; Christopher M. Mutungi; Daniel N. Sila; Soul-Kifouly G. Midingoyi; Willis O. Owino, (2016), On-farm Maize Storage Systems And Rodent Postharvest Losses In Six Maize Growing Agro-Ecological Zones Of Kenya",,
404,Kenya,Dry Transitional Zone,112,Maize (corn),2016,3.3,3.3%,,Storage,Storage,Maize on cobs,Insects,,Survey,"Kukom Edoh Ognakossan; Hippolyte D. Affognon; Christopher M. Mutungi; Daniel N. Sila; Soul-Kifouly G. Midingoyi; Willis O. Owino, (2016), On-farm Maize Storage Systems And Rodent Postharvest Losses In Six Maize Growing Agro-Ecological Zones Of Kenya",,
404,Kenya,Dry Transitional Zone,112,Maize (corn),2016,0.6,0.6%,,Storage,Storage,Maize on cobs,Moulds,,Survey,"Kukom Edoh Ognakossan; Hippolyte D. Affognon; Christopher M. Mutungi; Daniel N. Sila; Soul-Kifouly G. Midingoyi; Willis O. Owino, (2016), On-farm Maize Storage Systems And Rodent Postharvest Losses In Six Maize Growing Agro-Ecological Zones Of Kenya",,
404,Kenya,Dry Transitional Zone,112,Maize (corn),2016,6,6%,,Storage,Storage,Maize on cobs,"Rodents, Insects and moulds",,Survey,"Kukom Edoh Ognakossan; Hippolyte D. Affognon; Christopher M. Mutungi; Daniel N. Sila; Soul-Kifouly G. Midingoyi; Willis O. Owino, (2016), On-farm Maize Storage Systems And Rodent Postharvest Losses In Six Maize Growing Agro-Ecological Zones Of Kenya",,
404,Kenya,Highland Tropical Zone,112,Maize (corn),2016,5,5%,,Storage,Storage,Maize on cobs,Rodents,,Survey,"Kukom Edoh Ognakossan; Hippolyte D. Affognon; Christopher M. Mutungi; Daniel N. Sila; Soul-Kifouly G. Midingoyi; Willis O. Owino, (2016), On-farm Maize Storage Systems And Rodent Postharvest Losses In Six Maize Growing Agro-Ecological Zones Of Kenya",,
404,Kenya,Highland Tropical Zone,112,Maize (corn),2016,8.3,8.3%,,Storage,Storage,Maize on cobs,Insects,,Survey,"Kukom Edoh Ognakossan; Hippolyte D. Affognon; Christopher M. Mutungi; Daniel N. Sila; Soul-Kifouly G. Midingoyi; Willis O. Owino, (2016), On-farm Maize Storage Systems And Rodent Postharvest Losses In Six Maize Growing Agro-Ecological Zones Of Kenya",,
404,Kenya,Highland Tropical Zone,112,Maize (corn),2016,0.1,0.1%,,Storage,Storage,Maize on cobs,Moulds,,Survey,"Kukom Edoh Ognakossan; Hippolyte D. Affognon; Christopher M. Mutungi; Daniel N. Sila; Soul-Kifouly G. Midingoyi; Willis O. Owino, (2016), On-farm Maize Storage Systems And Rodent Postharvest Losses In Six Maize Growing Agro-Ecological Zones Of Kenya",,
404,Kenya,Highland Tropical Zone,112,Maize (corn),2016,13.3,13.3%,,Storage,Storage,Maize on cobs,"Rodents, insects and moulds",,Survey,"Kukom Edoh Ognakossan; Hippolyte D. Affognon; Christopher M. Mutungi; Daniel N. Sila; Soul-Kifouly G. Midingoyi; Willis O. Owino, (2016), On-farm Maize Storage Systems And Rodent Postharvest Losses In Six Maize Growing Agro-Ecological Zones Of Kenya",,
404,Kenya,Moisttransitional Zone,112,Maize (corn),2016,2.6,2.6%,,Storage,Storage,Maize on cobs,Rodents,,Survey,"Kukom Edoh Ognakossan; Hippolyte D. Affognon; Christopher M. Mutungi; Daniel N. Sila; Soul-Kifouly G. Midingoyi; Willis O. Owino, (2016), On-farm Maize Storage Systems And Rodent Postharvest Losses In Six Maize Growing Agro-Ecological Zones Of Kenya",,
